epi_id,region_id,year,inflation_rate_pct,interest_rate_pct,govt_debt_gdp_ratio,govt_budget_balance_usd_billion,consumer_confidence_index,data_source_references
EPI-d044ef71,R-99a2d752,2026,7.64,4.67,193.44,184.82,85.95,['EPI_step']
EPI-e660fe41,R-621c178e,2026,7.63,7.37,35.02,96.95,86.11,['EPI_sister']
EPI-d7561d13,R-621c178e,2021,10.7,4.77,188.93,248.11,80.72,['EPI_most']
EPI-d5ed22eb,R-621c178e,2023,2.91,2.62,10.74,273.47,98.18,['EPI_use']
EPI-ee948b35,R-621c178e,2018,5.07,4.0,60.8,-62.67,71.55,['EPI_wait']
EPI-e109b979,R-621c178e,2026,12.93,5.55,156.25,25.32,93.8,['EPI_design']
EPI-2854d8b9,R-621c178e,2026,14.88,9.83,41.18,-9.19,72.85,['EPI_paper']
EPI-a4b557c0,R-621c178e,2026,0.69,5.87,140.98,-44.31,95.66,['EPI_travel']
EPI-fd0e1048,R-621c178e,2023,12.13,6.0,56.12,67.78,98.02,['EPI_job']
EPI-752174bd,R-621c178e,2019,12.32,6.61,136.39,49.43,114.15,['EPI_military']
EPI-84d94b87,R-621c178e,2019,14.47,1.53,55.44,7.64,84.56,['EPI_light']
EPI-711ab062,R-b3f2f299,2026,12.16,1.72,70.13,188.54,69.1,['EPI_without']
EPI-67e223a5,R-b3f2f299,2018,4.82,3.86,122.45,23.9,99.57,['EPI_hold']
EPI-c1555c72,R-b3f2f299,2018,13.88,5.39,32.58,108.2,69.95,['EPI_rich']
EPI-76fcabc3,R-b3f2f299,2025,11.09,4.7,38.81,176.34,115.94,['EPI_tend']
EPI-2cc5b89e,R-b3f2f299,2020,1.5,0.4,161.59,212.67,105.69,['EPI_system']
EPI-3c450bde,R-b3f2f299,2020,9.42,3.82,100.36,33.03,103.61,['EPI_model']
EPI-cc96441d,R-b3f2f299,2019,4.6,8.48,88.62,172.94,79.93,['EPI_cultural']
EPI-737175fe,R-b3f2f299,2021,9.54,1.77,109.49,129.79,105.09,['EPI_whole']
EPI-d5b8fb96,R-b3f2f299,2025,3.22,0.28,96.09,43.83,112.63,['EPI_political']
EPI-5b9e8c2e,R-b3f2f299,2020,0.65,0.13,190.8,295.22,56.86,['EPI_nothing']
EPI-5c8a60ae,R-26367c65,2021,7.62,3.9,72.01,38.63,78.89,['EPI_when']
EPI-3d79b2db,R-26367c65,2022,6.88,7.63,81.6,191.1,68.78,['EPI_her']
EPI-20b00e61,R-26367c65,2019,11.53,9.55,61.43,201.75,84.27,['EPI_value']
EPI-33d03bfc,R-26367c65,2018,6.03,6.52,111.26,137.51,87.89,['EPI_environmental']
EPI-5a2d49ec,R-26367c65,2022,2.97,8.92,146.56,199.55,59.14,['EPI_admit']
EPI-7073caba,R-26367c65,2023,11.03,5.32,134.27,247.37,95.95,['EPI_majority']
EPI-9818a15e,R-26367c65,2021,8.9,6.11,17.46,173.41,50.7,['EPI_recent']
EPI-4cb8061a,R-26367c65,2025,13.58,6.61,31.91,35.55,70.26,['EPI_bring']
EPI-ba43ce92,R-26367c65,2024,0.87,1.65,31.54,298.15,97.92,['EPI_fire']
EPI-a062adf0,R-26367c65,2024,7.78,5.2,72.97,124.17,51.88,['EPI_painting']
EPI-454528a2,R-19a3d851,2018,5.73,7.64,147.13,194.18,91.41,['EPI_sea']
EPI-10cd2959,R-19a3d851,2020,12.01,1.06,176.32,110.69,107.3,['EPI_people']
EPI-7ea3e03b,R-19a3d851,2019,7.46,6.47,44.74,234.31,55.18,['EPI_simple']
EPI-e1778d9c,R-19a3d851,2018,8.26,4.79,78.21,73.25,54.76,['EPI_base']
EPI-569fbb80,R-19a3d851,2020,12.61,3.51,25.57,62.8,76.24,['EPI_one']
EPI-6a907bcf,R-19a3d851,2022,11.35,0.77,46.1,48.1,108.94,['EPI_policy']
EPI-fff3fee2,R-19a3d851,2022,8.5,2.41,13.86,106.07,63.01,['EPI_research']
EPI-94160086,R-19a3d851,2022,12.72,9.47,144.88,-86.18,70.99,['EPI_black']
EPI-46018414,R-19a3d851,2021,6.18,5.4,65.96,212.02,94.18,['EPI_leader']
EPI-05c1855b,R-19a3d851,2022,13.98,6.37,87.3,-76.86,59.31,['EPI_cold']
EPI-ca4a4d5b,R-a08d300e,2026,4.28,2.77,162.13,102.41,88.64,['EPI_better']
EPI-7c74f3ba,R-a08d300e,2024,3.44,0.22,134.15,245.91,60.33,['EPI_himself']
EPI-fb868e4a,R-a08d300e,2024,5.19,7.33,173.82,103.24,99.75,['EPI_water']
EPI-bcca7231,R-a08d300e,2019,4.45,6.02,21.45,165.9,110.26,['EPI_class']
EPI-71df09dc,R-a08d300e,2023,2.0,0.86,68.39,96.06,69.35,['EPI_wind']
EPI-500b8bca,R-a08d300e,2022,5.13,7.64,23.57,249.6,103.24,['EPI_plant']
EPI-0b97cbb2,R-a08d300e,2023,2.99,2.33,143.26,51.34,92.23,['EPI_step']
EPI-ad832460,R-a08d300e,2020,13.7,6.79,140.74,228.0,103.19,['EPI_economic']
EPI-1c63e1a7,R-a08d300e,2020,7.44,6.42,166.04,26.52,59.33,['EPI_network']
EPI-787d2401,R-a08d300e,2022,7.13,5.03,53.11,-58.18,99.58,['EPI_represent']
EPI-e798fb38,R-24d2b364,2025,11.42,7.29,35.17,291.53,106.59,['EPI_church']
EPI-3b718b9f,R-24d2b364,2025,1.49,6.6,87.04,32.33,71.19,['EPI_down']
EPI-7bfc8fe7,R-24d2b364,2018,9.38,7.53,181.01,-59.22,59.74,['EPI_strong']
EPI-1df4f9c3,R-24d2b364,2018,6.64,9.49,12.17,113.04,72.22,['EPI_stuff']
EPI-7c2e08c7,R-24d2b364,2023,13.96,6.89,14.58,104.54,103.75,['EPI_relate']
EPI-bd0c0caa,R-24d2b364,2023,9.4,8.23,169.09,53.45,65.08,['EPI_time']
EPI-f2d879e8,R-24d2b364,2020,3.81,4.12,74.3,163.61,87.32,['EPI_wind']
EPI-3bf6ecd2,R-24d2b364,2026,4.45,8.94,96.65,-42.21,93.44,['EPI_black']
EPI-f3fd080b,R-24d2b364,2018,1.17,1.56,115.37,-16.29,115.39,['EPI_forget']
EPI-20950d3a,R-24d2b364,2024,3.87,7.17,38.52,232.75,70.52,['EPI_write']
EPI-ece5847b,R-f4c5b4ee,2019,8.86,5.92,75.73,177.35,91.44,['EPI_attack']
EPI-400c3164,R-f4c5b4ee,2025,0.33,9.85,103.55,97.32,57.52,['EPI_sign']
EPI-7bdec682,R-f4c5b4ee,2025,9.71,5.94,194.93,-10.43,62.24,['EPI_above']
EPI-0ec6ddc4,R-f4c5b4ee,2023,11.32,6.92,87.06,-54.8,111.54,['EPI_fight']
EPI-868113d6,R-f4c5b4ee,2018,2.88,5.41,162.99,-69.69,72.36,['EPI_race']
EPI-7aa413ba,R-f4c5b4ee,2022,2.99,4.99,66.44,160.52,113.63,['EPI_improve']
EPI-9cd4b4ae,R-f4c5b4ee,2023,5.47,0.2,153.4,187.37,95.84,['EPI_number']
EPI-806d47e5,R-f4c5b4ee,2021,14.45,0.29,41.61,40.48,116.54,['EPI_line']
EPI-b8deb5f2,R-f4c5b4ee,2021,12.12,2.89,56.6,139.06,105.1,['EPI_box']
EPI-76d0410a,R-f4c5b4ee,2019,10.24,7.63,37.35,79.02,118.84,['EPI_war']
EPI-265dca37,R-dfe7f875,2026,9.86,8.29,101.84,-9.3,71.22,['EPI_hard']
EPI-eadb5f9a,R-dfe7f875,2025,14.08,5.96,91.51,162.32,83.56,['EPI_space']
EPI-cfe88dc6,R-dfe7f875,2026,14.57,7.78,118.0,270.18,70.91,['EPI_wrong']
EPI-ae127d8c,R-dfe7f875,2020,2.48,2.71,156.12,183.45,87.44,['EPI_just']
EPI-0a5207dd,R-dfe7f875,2026,5.69,9.51,58.07,-77.67,117.82,['EPI_believe']
EPI-68e78dba,R-dfe7f875,2023,12.67,2.62,112.87,-93.4,54.08,['EPI_character']
EPI-3a0b7a8d,R-dfe7f875,2023,0.47,8.35,43.01,-17.03,75.26,['EPI_cultural']
EPI-40b68e33,R-dfe7f875,2026,13.72,2.46,199.24,124.55,60.18,['EPI_according']
EPI-ae2610e1,R-dfe7f875,2022,8.56,8.77,48.35,73.07,116.5,['EPI_trouble']
EPI-e1e0dd7a,R-dfe7f875,2025,2.15,9.47,50.79,246.86,112.87,['EPI_us']
EPI-24f35416,R-d487d1c6,2024,13.77,3.33,23.12,-42.29,58.76,['EPI_large']
EPI-dbaf72eb,R-d487d1c6,2023,8.71,7.49,11.36,234.83,89.69,['EPI_laugh']
EPI-b8ffc264,R-d487d1c6,2020,14.72,5.92,88.2,106.54,87.37,['EPI_series']
EPI-1275268a,R-d487d1c6,2026,4.94,5.43,82.12,-67.64,54.07,['EPI_list']
EPI-4b330f95,R-d487d1c6,2022,14.07,1.35,59.44,-58.66,55.12,['EPI_bad']
EPI-9954832b,R-d487d1c6,2020,6.38,9.13,160.44,284.83,96.57,['EPI_wide']
EPI-9a55dd21,R-d487d1c6,2020,2.36,1.37,132.93,135.38,57.75,['EPI_full']
EPI-20aa420a,R-d487d1c6,2020,10.11,5.47,185.64,273.91,87.57,['EPI_hold']
EPI-4fe4aa91,R-d487d1c6,2019,3.17,9.05,164.12,44.1,70.45,['EPI_result']
EPI-1821651f,R-d487d1c6,2024,5.41,9.22,169.44,242.01,83.39,['EPI_hot']
EPI-f79ada0f,R-ef6ff778,2019,1.98,7.12,152.53,-17.26,99.15,['EPI_information']
EPI-e6f6ec18,R-ef6ff778,2022,3.78,5.51,97.97,174.16,89.73,['EPI_grow']
EPI-db2a9b39,R-ef6ff778,2019,7.12,2.63,108.63,-83.04,116.88,['EPI_address']
EPI-957e4057,R-ef6ff778,2026,9.57,0.14,16.31,47.06,98.42,['EPI_ever']
EPI-83e4f5a1,R-ef6ff778,2024,12.41,3.27,89.37,-35.64,73.8,['EPI_red']
EPI-92c0fda8,R-ef6ff778,2020,1.52,1.81,32.08,172.96,86.77,['EPI_identify']
EPI-81625a95,R-ef6ff778,2024,3.66,0.89,90.37,146.14,70.36,['EPI_letter']
EPI-c369361e,R-ef6ff778,2020,10.54,5.08,25.67,221.82,76.18,['EPI_identify']
EPI-d08fd3ac,R-ef6ff778,2022,11.69,0.23,119.05,143.55,71.4,['EPI_his']
EPI-51485365,R-ef6ff778,2026,4.05,8.92,99.27,204.35,109.74,['EPI_tell']
EPI-893b7d98,R-dc88e7c0,2026,5.86,7.1,13.15,280.31,79.14,['EPI_group']
EPI-8d43bb5e,R-dc88e7c0,2018,10.16,2.12,15.56,148.08,68.5,['EPI_although']
EPI-e93ade3d,R-dc88e7c0,2024,9.99,7.52,89.23,215.74,61.42,['EPI_hair']
EPI-de03c24b,R-dc88e7c0,2020,1.58,6.34,45.52,94.46,111.76,['EPI_threat']
EPI-d010cf5a,R-dc88e7c0,2019,9.72,7.01,195.95,297.16,78.55,['EPI_leave']
EPI-98db5eaa,R-dc88e7c0,2026,1.89,3.13,58.47,60.95,97.34,['EPI_area']
EPI-2aa27266,R-dc88e7c0,2026,1.81,5.01,186.58,134.64,53.56,['EPI_gun']
EPI-e2d5619f,R-dc88e7c0,2020,12.64,6.35,190.08,97.45,115.44,['EPI_science']
EPI-3f04b43f,R-dc88e7c0,2026,13.11,8.67,102.02,288.92,87.82,['EPI_maintain']
EPI-68c8a376,R-dc88e7c0,2025,1.03,7.74,153.76,250.83,67.19,['EPI_cell']
EPI-089f0d79,R-09ac51d0,2021,13.54,5.19,80.52,-97.75,56.35,['EPI_director']
EPI-7c743b5f,R-09ac51d0,2018,11.76,9.1,112.81,10.79,114.95,['EPI_huge']
EPI-448a720b,R-09ac51d0,2022,8.97,0.3,158.61,287.8,71.22,['EPI_purpose']
EPI-b09f9195,R-09ac51d0,2021,6.6,3.74,66.77,-51.31,106.27,['EPI_federal']
EPI-392c8e8f,R-09ac51d0,2025,13.69,1.07,75.14,-73.82,111.61,['EPI_mean']
EPI-d69e9e8c,R-09ac51d0,2026,12.49,8.16,195.05,163.77,78.92,['EPI_follow']
EPI-2ba2ff85,R-09ac51d0,2024,11.65,6.67,92.85,-84.76,107.52,['EPI_one']
EPI-9beaf269,R-09ac51d0,2021,0.53,1.65,163.57,261.04,94.2,['EPI_eight']
EPI-e1e5bb44,R-09ac51d0,2020,12.35,6.77,183.35,29.38,55.99,['EPI_ability']
EPI-d2b116cd,R-09ac51d0,2019,2.93,4.21,34.6,230.8,92.55,['EPI_position']
EPI-8398cdbc,R-dbce3f17,2024,14.7,9.18,62.61,74.86,105.62,['EPI_card']
EPI-04b3e6f4,R-dbce3f17,2020,3.29,0.31,60.71,123.76,98.64,['EPI_organization']
EPI-f2a4981b,R-dbce3f17,2020,7.93,7.73,137.84,49.3,75.34,['EPI_activity']
EPI-ed5cc47e,R-dbce3f17,2026,2.59,3.91,35.97,63.19,88.96,['EPI_medical']
EPI-9cb6c53d,R-dbce3f17,2022,4.83,5.83,153.48,170.64,102.41,['EPI_term']
EPI-95bd01a6,R-dbce3f17,2022,8.97,2.56,177.27,2.26,68.65,['EPI_knowledge']
EPI-0b41a608,R-dbce3f17,2019,6.17,2.2,59.52,23.49,108.93,['EPI_medical']
EPI-8a453d75,R-dbce3f17,2025,3.13,3.59,74.99,274.98,109.16,['EPI_be']
EPI-8bff5608,R-dbce3f17,2021,3.99,8.11,102.48,69.12,101.76,['EPI_scene']
EPI-a2f20bb1,R-dbce3f17,2020,9.21,3.61,145.36,133.73,58.55,['EPI_firm']
EPI-4eb5ffe2,R-ab6f1088,2024,10.3,0.56,91.31,292.92,69.91,['EPI_same']
EPI-1016f776,R-ab6f1088,2019,7.08,7.24,80.02,-74.17,81.1,['EPI_wait']
EPI-2afcd4e7,R-ab6f1088,2018,7.78,8.18,196.3,231.64,61.17,['EPI_seem']
EPI-504101e2,R-ab6f1088,2020,1.12,1.95,120.04,231.02,108.21,['EPI_leave']
EPI-bdc99ec2,R-ab6f1088,2022,3.57,8.67,125.34,255.66,78.07,['EPI_coach']
EPI-091ad09c,R-ab6f1088,2018,5.92,5.16,197.24,26.44,94.81,['EPI_decision']
EPI-bcbefdfa,R-ab6f1088,2025,5.45,6.07,119.17,-5.75,61.05,['EPI_game']
EPI-652a107e,R-ab6f1088,2026,9.6,9.24,142.63,162.51,106.55,['EPI_born']
EPI-74e8626d,R-ab6f1088,2019,13.52,8.71,23.26,21.8,109.73,['EPI_building']
EPI-10f37e26,R-ab6f1088,2020,12.58,3.28,197.03,-13.37,107.51,['EPI_put']
EPI-e926f106,R-a914a245,2020,5.94,1.1,16.11,-69.6,92.49,['EPI_what']
EPI-254026ad,R-a914a245,2024,3.75,1.45,147.58,172.59,53.66,['EPI_statement']
EPI-10ac3ee7,R-a914a245,2023,10.99,6.72,19.07,166.94,61.45,['EPI_seat']
EPI-e50b0b10,R-a914a245,2021,11.57,9.65,26.73,222.32,56.5,['EPI_southern']
EPI-e6273527,R-a914a245,2021,4.62,4.67,89.6,236.58,50.19,['EPI_music']
EPI-bfd64e42,R-a914a245,2023,0.77,1.38,18.13,125.3,90.55,['EPI_coach']
EPI-79a64efb,R-a914a245,2018,12.94,8.19,76.8,-97.14,82.04,['EPI_reality']
EPI-18a8f09b,R-a914a245,2019,14.89,3.06,120.39,219.21,67.86,['EPI_same']
EPI-61878135,R-a914a245,2020,1.11,4.27,120.88,196.03,68.77,['EPI_computer']
EPI-97d56352,R-a914a245,2025,11.2,1.81,92.14,145.68,63.99,['EPI_conference']
EPI-285a8764,R-698357d7,2020,13.7,6.09,101.52,188.06,113.22,['EPI_expect']
EPI-58f091b1,R-698357d7,2018,5.89,4.01,130.39,3.37,101.24,['EPI_trip']
EPI-cd122acb,R-698357d7,2023,4.51,4.38,108.2,250.57,84.4,['EPI_office']
EPI-a44e135d,R-698357d7,2025,10.43,8.36,177.03,11.2,102.83,['EPI_oil']
EPI-73385c48,R-698357d7,2021,2.42,4.69,116.73,203.31,85.8,['EPI_force']
EPI-8f739428,R-698357d7,2020,10.82,6.48,183.87,217.28,77.95,['EPI_street']
EPI-1e227faa,R-698357d7,2019,6.43,7.74,178.74,-99.88,104.68,['EPI_guess']
EPI-92c1b2a3,R-698357d7,2023,1.3,0.3,40.43,179.31,62.4,['EPI_nor']
EPI-e7004a1d,R-698357d7,2018,6.32,0.2,68.36,87.49,97.25,['EPI_by']
EPI-e222a0ee,R-698357d7,2024,0.09,2.45,190.91,-84.71,53.57,['EPI_phone']
EPI-127ea613,R-422befe3,2021,10.95,9.49,12.59,169.09,117.6,['EPI_special']
EPI-1af17bf1,R-422befe3,2020,7.98,1.91,86.28,169.72,95.55,['EPI_from']
EPI-80a503c7,R-422befe3,2024,0.17,0.59,30.46,226.37,103.55,['EPI_report']
EPI-e53433b6,R-422befe3,2020,10.86,2.68,164.86,-87.27,114.22,['EPI_trip']
EPI-cfaf6b8e,R-422befe3,2026,10.02,0.1,65.05,-92.26,119.55,['EPI_walk']
EPI-fa3c0553,R-422befe3,2019,2.41,9.89,166.52,22.23,72.54,['EPI_couple']
EPI-c7ce7ec4,R-422befe3,2019,2.94,3.61,108.93,262.7,70.8,['EPI_understand']
EPI-5e2f7ffa,R-422befe3,2026,13.07,0.37,153.41,90.18,108.49,['EPI_life']
EPI-1a48693c,R-422befe3,2025,11.0,6.98,44.6,267.02,51.64,['EPI_magazine']
EPI-81943475,R-422befe3,2021,10.77,2.36,18.97,153.49,100.05,['EPI_brother']
EPI-f4ba0ceb,R-77a44626,2019,10.23,0.18,80.56,282.78,71.03,['EPI_through']
EPI-b8da4c51,R-77a44626,2026,11.7,2.31,58.62,-75.32,93.0,['EPI_bag']
EPI-3cfa3da1,R-77a44626,2022,2.14,6.85,161.05,-56.31,114.19,['EPI_travel']
EPI-77727d4e,R-77a44626,2026,9.33,9.28,66.85,66.08,56.5,['EPI_easy']
EPI-daacc768,R-77a44626,2018,3.3,1.94,140.01,44.99,82.02,['EPI_bag']
EPI-f6edb8cb,R-77a44626,2020,0.02,9.43,117.19,123.96,55.41,['EPI_hand']
EPI-4f823db0,R-77a44626,2022,11.72,5.77,82.04,221.09,96.31,['EPI_campaign']
EPI-ce098d33,R-77a44626,2026,7.58,3.13,49.56,-26.87,55.64,['EPI_seven']
EPI-36c5a896,R-77a44626,2018,14.55,8.98,34.41,265.22,85.97,['EPI_list']
EPI-dbdfd6b4,R-77a44626,2023,6.27,7.98,108.72,86.18,103.13,['EPI_leader']
EPI-fe1cc4c5,R-304a4c7f,2024,7.58,3.71,31.45,-19.45,84.04,['EPI_meet']
EPI-ef40468b,R-304a4c7f,2018,7.71,2.15,81.77,5.27,98.15,['EPI_month']
EPI-ab040ae8,R-304a4c7f,2020,3.17,9.97,113.88,27.25,72.06,['EPI_officer']
EPI-16646c5b,R-304a4c7f,2018,9.89,6.2,15.81,195.01,55.79,['EPI_church']
EPI-fb77b6d2,R-304a4c7f,2023,4.68,9.85,53.83,-95.15,75.64,['EPI_economy']
EPI-7827a68a,R-304a4c7f,2020,2.29,3.86,12.27,-19.28,106.27,['EPI_stage']
EPI-86aa4adb,R-304a4c7f,2023,1.22,3.48,51.54,155.79,94.19,['EPI_heavy']
EPI-a0227d02,R-304a4c7f,2020,12.02,6.08,127.93,-72.05,96.83,['EPI_here']
EPI-f8e2fff4,R-304a4c7f,2026,4.85,1.85,85.17,294.58,64.3,['EPI_bank']
EPI-aa9b0d6d,R-304a4c7f,2022,0.37,2.49,33.99,278.48,95.42,['EPI_discussion']
EPI-62a6bb4f,R-78dea8a6,2019,12.43,5.9,117.59,70.81,77.49,['EPI_heart']
EPI-0a4589a0,R-78dea8a6,2024,9.85,6.76,36.48,42.88,61.48,['EPI_decide']
EPI-2cf73eaf,R-78dea8a6,2026,12.68,9.79,100.8,101.36,87.44,['EPI_cost']
EPI-aa4096fc,R-78dea8a6,2026,3.78,1.67,160.02,186.91,72.54,['EPI_low']
EPI-ba1abd0e,R-78dea8a6,2025,4.75,3.07,28.97,223.59,94.23,['EPI_he']
EPI-1bf417ee,R-78dea8a6,2023,1.22,2.92,46.44,-89.24,93.93,['EPI_performance']
EPI-ebcb12b8,R-78dea8a6,2021,11.5,4.12,161.35,87.13,102.33,['EPI_chair']
EPI-ee9195e8,R-78dea8a6,2023,1.93,2.27,64.5,150.22,76.52,['EPI_doctor']
EPI-d5460351,R-78dea8a6,2021,5.5,5.38,171.22,236.9,114.19,['EPI_have']
EPI-d111909b,R-78dea8a6,2023,12.08,6.81,116.28,-55.44,68.45,['EPI_base']
EPI-22e80fb4,R-a44eabd5,2025,12.56,4.22,51.8,-79.9,65.25,['EPI_reduce']
EPI-c2758ad1,R-a44eabd5,2022,7.12,3.28,96.23,265.01,108.67,['EPI_prepare']
EPI-c895a47c,R-a44eabd5,2024,0.05,5.05,17.76,-5.37,57.92,['EPI_person']
EPI-2c8dc12a,R-a44eabd5,2022,8.45,8.23,186.16,263.89,56.67,['EPI_feel']
EPI-d735cb00,R-a44eabd5,2018,9.75,6.94,42.98,-86.82,80.05,['EPI_another']
EPI-c2118a78,R-a44eabd5,2019,11.14,3.85,185.41,187.82,94.53,['EPI_dog']
EPI-ea3e305e,R-a44eabd5,2021,1.77,2.06,35.87,295.32,94.37,['EPI_most']
EPI-ba60a0f2,R-a44eabd5,2024,4.32,7.04,192.71,-68.34,81.5,['EPI_assume']
EPI-c00cc61f,R-a44eabd5,2026,11.61,9.02,191.61,-45.69,68.1,['EPI_popular']
EPI-73aa7e28,R-a44eabd5,2026,9.94,9.41,181.65,78.48,81.07,['EPI_specific']
EPI-297fcf20,R-43552ae9,2026,11.91,0.05,185.26,57.9,78.36,['EPI_sense']
EPI-b4fe66bc,R-43552ae9,2022,14.32,9.85,170.67,-23.05,69.67,['EPI_serve']
EPI-19043b78,R-43552ae9,2021,0.26,1.04,141.47,241.01,67.9,['EPI_matter']
EPI-93001cfe,R-43552ae9,2018,10.97,1.29,33.93,-60.12,69.98,['EPI_summer']
EPI-d77c1567,R-43552ae9,2025,12.07,2.02,196.85,63.11,109.37,['EPI_onto']
EPI-1e9303e0,R-43552ae9,2020,11.43,4.88,51.66,255.16,94.12,['EPI_upon']
EPI-54ce502b,R-43552ae9,2021,12.49,8.51,123.91,244.66,80.46,['EPI_major']
EPI-7a5a19c3,R-43552ae9,2021,9.85,3.72,145.69,223.76,95.35,['EPI_Mrs']
EPI-0193ded5,R-43552ae9,2024,2.54,0.79,158.06,173.68,98.12,['EPI_former']
EPI-f5059b9c,R-43552ae9,2021,13.15,7.53,80.75,-92.17,115.91,['EPI_at']
EPI-c5609bb4,R-01d7e687,2023,4.83,4.27,117.18,145.17,82.59,['EPI_really']
EPI-b028610d,R-01d7e687,2024,10.82,8.95,98.64,255.01,95.73,['EPI_firm']
EPI-0a503b3e,R-01d7e687,2018,6.78,7.67,86.43,-25.36,101.94,['EPI_recently']
EPI-d22a9dee,R-01d7e687,2026,7.23,0.01,138.15,283.55,72.31,['EPI_him']
EPI-74f2bfb5,R-01d7e687,2018,6.15,1.17,45.25,-47.34,64.86,['EPI_employee']
EPI-cf30ff63,R-01d7e687,2025,9.51,6.66,134.62,170.24,103.07,['EPI_remain']
EPI-1302d9e3,R-01d7e687,2025,8.69,1.46,163.44,259.08,105.26,['EPI_more']
EPI-84c61fa2,R-01d7e687,2025,13.77,6.98,79.43,84.48,93.52,['EPI_suffer']
EPI-d222ec59,R-01d7e687,2024,12.49,1.83,18.88,-11.29,75.92,['EPI_yard']
EPI-2249af54,R-01d7e687,2024,12.1,6.73,185.96,58.41,91.42,['EPI_onto']
EPI-5e3d3461,R-d07395e6,2020,0.71,3.55,86.1,23.63,83.54,['EPI_form']
EPI-bb08b9dd,R-d07395e6,2024,9.15,3.14,191.97,157.74,66.11,['EPI_country']
EPI-256f5cfe,R-d07395e6,2020,6.76,8.67,175.08,66.44,71.01,['EPI_my']
EPI-3d829b24,R-d07395e6,2019,7.25,3.97,149.07,-63.27,80.22,['EPI_dinner']
EPI-cb7e9e2e,R-d07395e6,2020,10.15,3.84,116.7,259.38,115.61,['EPI_newspaper']
EPI-22129e34,R-d07395e6,2026,1.35,6.25,87.35,282.68,101.53,['EPI_husband']
EPI-91ca6e81,R-d07395e6,2026,10.15,7.51,104.05,-2.47,77.55,['EPI_suggest']
EPI-1a2a84d8,R-d07395e6,2022,9.06,8.79,101.17,-58.08,71.04,['EPI_hundred']
EPI-433987a6,R-d07395e6,2022,11.58,8.87,99.11,154.94,99.95,['EPI_enough']
EPI-add2f0a0,R-d07395e6,2019,1.02,3.27,114.69,25.91,72.08,['EPI_question']
EPI-9c4d95d5,R-4b9d37c1,2021,2.1,5.94,109.04,-45.17,110.54,['EPI_maintain']
EPI-93a54332,R-4b9d37c1,2019,2.06,8.77,140.99,261.11,63.93,['EPI_against']
EPI-0c01b29b,R-4b9d37c1,2021,2.77,0.54,123.15,237.58,92.23,['EPI_public']
EPI-b034a9f8,R-4b9d37c1,2024,11.83,7.73,107.53,-60.51,61.66,['EPI_pay']
EPI-7956f58a,R-4b9d37c1,2026,4.56,9.49,188.13,271.86,91.92,['EPI_movie']
EPI-c07ecc2d,R-4b9d37c1,2025,12.18,4.66,101.56,-56.25,65.01,['EPI_teacher']
EPI-8d9d0a4b,R-4b9d37c1,2026,8.3,8.33,118.61,257.78,95.54,['EPI_job']
EPI-86a53aff,R-4b9d37c1,2024,8.89,6.11,54.66,-11.95,58.13,['EPI_effect']
EPI-e31c59aa,R-4b9d37c1,2025,7.89,2.08,160.87,297.99,64.95,['EPI_know']
EPI-4e985a54,R-4b9d37c1,2023,5.35,5.3,64.71,48.76,99.14,['EPI_write']
EPI-19e7f7f9,R-436b0a2d,2020,6.53,5.04,177.37,275.46,99.51,['EPI_toward']
EPI-c6a1bd1f,R-436b0a2d,2018,2.11,6.54,107.61,132.78,90.0,['EPI_main']
EPI-528aea83,R-436b0a2d,2024,11.09,8.67,181.78,205.55,119.01,['EPI_part']
EPI-a48827ec,R-436b0a2d,2018,7.79,5.85,107.38,-32.38,67.85,['EPI_environmental']
EPI-7232ced6,R-436b0a2d,2025,0.38,4.15,29.35,82.88,83.86,['EPI_discover']
EPI-43acd656,R-436b0a2d,2021,0.13,4.24,144.92,29.43,110.25,['EPI_cup']
EPI-751c6c13,R-436b0a2d,2025,7.8,1.2,150.18,50.86,94.85,['EPI_organization']
EPI-3e24cad1,R-436b0a2d,2019,8.02,4.04,190.01,-14.43,106.71,['EPI_full']
EPI-bbb7f996,R-436b0a2d,2020,1.82,8.02,17.73,192.3,94.0,['EPI_ready']
EPI-85d2ba9e,R-436b0a2d,2019,0.1,5.73,22.12,189.6,82.16,['EPI_our']
EPI-a7d74bcb,R-260d10b7,2023,2.02,5.5,181.95,-52.73,91.05,['EPI_guess']
EPI-6d8ab58a,R-260d10b7,2018,12.56,4.9,92.71,-42.15,94.19,['EPI_should']
EPI-636eeeea,R-260d10b7,2023,14.06,3.33,61.65,245.4,116.62,['EPI_I']
EPI-c5b582f4,R-260d10b7,2023,1.1,5.67,55.75,30.64,101.6,['EPI_face']
EPI-2c5cd433,R-260d10b7,2024,12.9,7.23,35.94,-91.91,55.08,['EPI_church']
EPI-7dad6f4d,R-260d10b7,2024,10.17,7.98,52.42,293.92,60.81,['EPI_chance']
EPI-03594ac0,R-260d10b7,2025,3.03,9.44,59.75,-18.27,77.4,['EPI_drive']
EPI-75a66f3d,R-260d10b7,2020,4.59,6.71,166.59,23.33,55.54,['EPI_bad']
EPI-4720f3da,R-260d10b7,2018,12.84,7.08,74.25,250.7,93.99,['EPI_fish']
EPI-41da0e8b,R-260d10b7,2025,8.11,5.21,17.57,-84.72,90.01,['EPI_final']
EPI-eec3155d,R-73728750,2018,13.08,4.06,107.58,258.92,89.6,['EPI_partner']
